.	41	1	103138	268252	485833	856896	2084472	5912103	11797632
.	42	3	7	16	23	28	34	38	41
.	42	1	103942	271143	496387	874325	2126182	6017559	11788239
.	43	3	7	16	23	28	34	38	41
.	43	1	104543	274455	509473	896736	2180973	6120361	11779511
.	44	3	7	16	23	28	34	38	41
.	44	1	101842	261682	507197	907211	2227306	6228226	11770260
.	45	3	7	16	23	28	34	38	41
.	45	1	99942	258152	506830	910434	2246824	6328535	11761869
.	46	3	7	16	23	28	34	38	41
.	46	1	103924	265861	526234	944925	2324368	6526896	11753266
.	47	3	7	16	23	28	34	38	41
.	47	1	101047	264117	533164	958584	2365743	6642744	11744212
.	48	3	7	16	23	28	34	38	41
.	48	1	102334	267831	540243	986346	2458112	6775436	11735792
.	49	3	7	16	23	28	34	38	41
.	49	1	102909	269601	551087	1006032	2511116	6871156	11727493
.	50	3	7	16	23	28	34	38	41
.	50	1	103353	271743	564531	1027219	2581941	7009856	11718988
.	51	3	7	16	23	28	34	38	41
.	51	1	101668	269732	565091	1038606	2628655	7145346	11710937
.	52	3	7	16	23	28	34	38	41
.	52	1	103276	276437	585491	1076732	2723766	7340100	11702690
.	53	3	7	16	23	28	34	38	41
.	53	1	111304	291470	615382	1122279	2830107	7546629	11694831
.	54	3	7	16	23	28	34	38	41
.	54	1	104154	283876	581140	1139044	2888777	7723274	11686999
.	55	3	7	16	23	28	34	38	41
.	55	1	109085	291274	597337	1184313	3003693	7874504	11679190
.	56	3	7	16	23	28	34	38	41
.	56	1	106300	289548	597278	1195786	3085273	8059873	11671409
.	57	3	7	16	23	28	34	38	41
.	57	1	103679	284515	589900	1187744	3107697	8247712	11663756
.	58	3	7	16	23	28	34	38	41
.	58	1	102760	285691	565447	1206554	3158419	8391675	11656064
.	59	3	7	16	23	28	34	38	41
.	59	1	108146	295006	585285	1257180	3298951	8561006	11648273
.	60	3	7	16	23	28	34	38	41
.	60	1	95995	269196	546253	1184172	3178679	8639633	11640822
.	61	3	7	16	23	28	34	38	41
.	61	1	97548	276621	559582	1206437	3215003	8786870	11633772
.	62	3	7	16	23	28	34	38	41
.	62	1	95301	277530	561367	1216374	3270205	8919251	11627009
.	63	3	7	16	23	28	34	38	41
.	63	1	96322	283189	577321	1257861	3376572	9083225	11619941
.	64	3	7	16	23	28	34	38	41
.	64	1	99695	286586	584401	1269579	3441642	9227296	11613207
.	65	3	7	16	23	28	34	38	41
.	65	1	96838	289063	587719	1282760	3524412	9389989	11606388
.	66	3	7	16	23	28	34	38	41
.	66	1	99209	293613	593863	1302508	3598947	9561405	11599446
.	67	3	7	16	23	28	34	38	41
.	67	1	96990	289926	586039	1303078	3650468	9756004	11592270
.	68	3	7	16	23	28	34	38	41
.	68	1	98051	296829	600393	1327528	3724753	9924933	11585964
.	69	3	7	16	23	28	34	38	41
.	69	1	97118	295945	598435	1330658	3794436	10095524	11579717
.	70	3	7	16	23	28	34	38	41
.	70	1	96380	294585	601576	1336354	3844768	10247503	11573318
.	71	3	7	16	23	28	34	38	41
.	71	1	96781	297384	607312	1353173	3909785	10362855	11567164
.	72	3	7	16	23	28	34	38	41
.	72	1	100202	309475	635865	1413869	4068086	10489461	11560826
.	73	3	7	16	23	28	34	38	41
.	73	1	100740	312858	639726	1421986	4134217	10611065	11554695
.	74	3	7	16	23	28	34	38	41
.	74	1	103749	320336	654335	1448154	4197730	10689434	11548696
.	75	3	7	16	23	28	34	38	41
.	75	1	106056	330226	681216	1491462	4312036	10781598	11542926
.	76	3	7	16	23	28	34	38	41
.	76	1	103310	327426	673855	1497484	4414922	10890054	11537373
.	77	3	7	16	23	28	34	38	41
.	77	1	101781	324975	663087	1481818	4458595	11113634	11531922
.	78	3	7	16	23	28	34	38	41
.	78	1	106061	337573	677255	1503620	4499393	11229515	11526472
.	79	3	7	16	23	28	34	38	41
.	79	1	105753	339370	684703	1516727	4555656	11354594	11521392
.	80	3	7	16	23	28	34	38	41
.	80	1	110338	352631	708703	1554131	4654836	11397556	11516283
.	81	3	7	16	23	28	34	38	41
.	81	1	111760	359328	716954	1566090	4716548	11425736	11511240
.	82	3	7	16	23	28	34	38	41
.	82	1	115696	370929	738508	1600103	4787883	11445661	11506308
.	83	3	7	16	23	28	34	38	41
.	83	1	113147	369609	746483	1629550	4867243	11459729	11501573
.	84	3	7	16	23	28	34	38	41
.	84	1	111355	369069	736261	1610044	4897404	11468899	11497134
.	85	3	7	16	23	28	34	38	41
.	85	1	88598	312498	641268	1448632	4631945	11473505	11492696
.	86	3	7	16	23	28	34	38	41
.	86	1	91446	314342	628460	1401103	4496381	11475708	11488547
.	87	3	7	16	23	28	34	38	41
.	87	1	90641	317062	624589	1395525	4429795	11475808	11484156
.	88	3	7	16	23	28	34	38	41
.	88	1	93959	321738	630447	1391557	4401024	11474418	11479763
.	89	3	7	16	23	28	34	38	41
.	89	1	97261	339200	659953	1440176	4467168	11471574	11475059
.	90	3	7	16	23	28	34	38	41
.	90	1	90672	330375	639729	1425687	4493311	11468392	11470512
.	91	3	7	16	23	28	34	38	41
.	91	1	96709	339639	652056	1438054	4505564	11464514	11465889
.	92	3	7	16	23	28	34	38	41
.	92	1	90707	332968	640702	1425350	4507184	11460383	11461225
.	93	3	7	16	23	28	34	38	41
.	93	1	89810	330661	635200	1410611	4510945	11456146	11456633
.	94	3	7	16	23	28	34	38	41
.	94	1	91041	336994	641197	1429899	4558512	11451663	11451962
.	95	3	7	16	23	28	34	38	41
.	95	1	86363	332073	629879	1407215	4528066	11446912	11447094
.	96	3	7	16	23	28	34	38	41
.	96	1	88303	334824	634221	1411904	4536638	11442042	11442157
.	97	3	7	16	23	28	34	38	41
.	97	1	86266	332298	634540	1411900	4573265	11437451	11437530
.	98	3	7	16	23	28	34	38	41
.	98	1	88311	336349	638368	1414909	4574670	11432611	11432651
.	99	3	7	16	23	28	34	38	41
.	99	1	84944	332306	628909	1399739	4522970	11427703	11427729
.	100	3	7	16	23	28	34	38	41
.	100	1	85601	335573	637293	1413541	4558969	11422201	11422216
.	101	3	7	16	23	28	34	38	41
.	101	1	87853	421177	867610	2103322	7501349	11416862	11416863
.	102	3	7	16	23	28	34	38	41
.	102	1	87915	373038	734388	1690769	6217734	11413875	11413878
.	103	3	7	16	23	28	34	38	41
.	103	1	83406	351500	678098	1519567	5167034	11410395	11410396
.	104	3	7	16	23	28	34	38	41
.	104	1	79180	334500	642569	1419374	4730395	11406014	11406015
.	105	3	7	16	23	28	34	38	41
.	105	1	78108	327297	626491	1382327	4584559	11401926	11401927
.	106	3	7	16	23	28	34	38	41
.	106	1	74291	319508	607322	1347495	4497397	11397391	11397392
.	107	3	7	16	23	28	34	38
.	107	1	75543	322674	606193	1342109	4391953	11392156
.	108	3	7	16	23	28	34	38
.	108	1	78372	327828	613470	1347025	4389347	11386938
.	109	3	7	16	23	28	34	38
.	109	1	76108	326907	614515	1349651	4406380	11382077
.	110	3	7	16	23	28	34	38
.	110	1	74061	318536	605107	1341150	4395517	11376645
.	111	3	7	16	23	28	34	38
.	111	1	75755	323980	618296	1357568	4431143	11370924
.	112	3	7	16	23	28	34	38
.	112	1	82124	338302	637828	1382191	4464104	11365032
.	113	3	7	16	23	28	34	38
.	113	1	78880	338854	634630	1390426	4516008	11359091
.	114	3	7	16	23	28	34	38
.	114	1	76272	331771	625308	1372874	4465201	11353819
.	115	3	7	16	23	28	34	38
.	115	1	75122	329180	615816	1359911	4468962	11347869
.	116	3	7	16	23	28	34	38
.	116	1	73048	326002	612983	1358724	4455636	11341628
.	117	3	7	16	23	28	34	38
.	117	1	77699	338067	628350	1380780	4462359	11334789
.	118	3	7	16	23	28	34	38
.	118	1	86347	376583	682023	1435318	4512483	11327374
.	119	3	7	16	23	28	34	38
.	119	1	76906	341123	654429	1414783	4526051	11320720
.	120	3	7	16	23	28	34	38
.	120	1	83750	356115	661790	1419330	4532498	11313802
.	121	3	7	16	23	28	34	38
.	121	1	82518	350059	662714	1424874	4555095	11306463
.	122	3	7	16	23	28	34	38
.	122	1	79860	342524	645826	1402588	4552050	11299479
.	123	3	7	16	23	28	34	38
.	123	1	75495	336410	631227	1384431	4551835	11291713
.	124	3	7	16	23	28	34	38
.	124	1	82796	357337	645104	1419994	4593249	11283415
.	125	3	7	16	23	28	34	38
.	125	1	78053	340213	631637	1383696	4563925	11275817
.	126	3	7	16	23	28	34	38
.	126	1	77744	342555	634228	1397063	4559686	11267304
.	127	3	7	16	23	28	34	38
.	127	1	74036	334771	635650	1395125	4594086	11258615
.	128	3	7	16	23	28	34	38
.	128	1	75403	332687	628073	1390823	4591656	11249333
.	129	3	7	16	23	28	34	38
.	129	1	73568	331811	628451	1397010	4593410	11239436
.	130	3	7	16	23	28	34	38
.	130	1	72926	334601	633076	1402828	4664818	11228984
.	131	3	7	16	23	28	34	38
.	131	1	72890	329617	623753	1394806	4633048	11217891
.	132	3	7	16	23	28	34	38
.	132	1	70954	330107	615220	1382789	4606496	11206695
.	133	3	7	16	23	28	34	38
.	133	1	68141	319347	602432	1367643	4597576	11194852
.	134	3	7	16	23	28	34	38
.	134	1	67166	316360	594389	1356649	4632825	11182077
.	135	3	7	16	23	28	34	38
.	135	1	64575	311403	589082	1352924	4638298	11167531
.	136	3	7	16	23	28	34	38
.	136	1	65265	310772	588679	1353355	4668427	11151893
.	137	3	7	16	23	28	34	38
.	137	1	63131	306231	582014	1348182	4659258	11134245
.	138	3	7	16	23	28	34	38
.	138	1	61228	302774	576080	1351127	4674431	11115208
.	139	3	7	16	23	28	34	38
.	139	1	62208	303246	580131	1349636	4667703	11093531
.	140	3	7	16	23	28	34	38
.	140	1	55362	285508	565470	1319341	4637937	11070906
.	141	3	7	16	23	28	34	38
.	141	1	57034	286122	566811	1322058	4635964	11044254
.	142	3	7	16	23	28	34	38
.	142	1	50192	273869	554855	1304203	4627420	11015206
.	143	3	7	16	23	28	34	38
.	143	1	49767	272434	566486	1323180	4668762	10981351
.	144	3	7	16	23	28	34	38
.	144	1	40710	256190	540308	1283622	4639428	10945540
.	145	3	7	16	23	28	34	38
.	145	1	35779	247142	525439	1265655	4639099	10904724
.	146	3	7	16	23	28	34	38
.	146	1	20808	215419	485371	1218778	4603842	10861978
.	147	3	7	16	23	28	34	38
.	147	1	9499	204109	471768	1216964	4615093	10807605
.	148	3	7	16	23	28	34	38
.	148	1	90	187769	458583	1191852	4607976	10760451
.	149	3	16	23	28	34	38
.	149	1	404426	856446	2068750	6750407	10703437
A	0	3	7	16	23	28	34
A	0	1	4511	64120	78231	197502	1700113
A	1	3	7	16	23	28	34
A	1	1	6017	86028	109040	278609	2604687
A	2	3	7	16	23	28	34
A	2	1	6145	83199	111350	307801	2983415
A	3	3	7	16	23	28	34	38
A	3	1	6036	94007	111019	213410	499598	3721784
A	4	3	7	16	23	28	34	38
A	4	1	5313	82648	97492	187698	439217	3369579
A	5	3	7	16	23	28	34	38
A	5	1	11904	89509	108612	203211	482266	4006061
A	6	3	7	16	23	28	34	38
A	6	1	8378	73820	88829	156623	331211	2298402
A	7	3	7	16	23	28	34	38
A	7	1	8525	75053	89393	165953	373715	2692873
A	8	3	7	16	23	28	34	38
A	8	1	8910	75198	90785	165332	364304	2591218
A	9	3	7	16	23	28	34	38
A	9	1	9462	99088	117742	221855	512636	3839539
A	10	3	7	16	23	28	34	38
A	10	1	6977	73110	87117	165113	385111	3026901
A	11	3	7	16	23	28	34	38
A	11	1	6964	68331	81993	152160	349254	2676059
A	12	3	7	16	23	28	34	38
A	12	1	9898	88869	109195	201919	449697	3135207
A	13	3	7	16	23	28	34	38	41
A	13	1	9646	88880	108092	201672	441721	1174486	3082666
A	14	3	7	16	23	28	34	38	41
A	14	1	10203	84318	102679	191164	424111	1149682	3018774
A	15	3	7	16	23	28	34	38	41
A	15	1	10033	85634	104888	193334	423189	1129364	2943785
A	16	3	7	16	23	28	34	38	41
A	16	1	9493	82758	101636	191136	433493	1208456	3162441
A	17	3	7	16	23	28	34	38	41
A	17	1	9522	80328	100218	189074	430507	1196534	3177072
A	18	3	7	16	23	28	34	38	41
A	18	1	9387	78148	97762	183782	420252	1145016	3148193
A	19	3	7	16	23	28	34	38	41
A	19	1	14530	87248	109212	196191	431383	1145164	3087314
A	20	3	7	16	23	28	34	38	41
A	20	1	11383	82184	105346	196121	448302	1223293	3301084
A	21	3	7	16	23	28	34	38	41
A	21	1	11829	77382	100822	184471	418329	1136796	3013128
A	22	3	7	16	23	28	34	38	41
A	22	1	11943	72177	95838	174931	406371	1130809	3047940
A	23	3	7	16	23	28	34	38	41
A	23	1	14536	78772	105787	190631	433777	1187795	3151424
A	24	3	7	16	23	28	34	38	41
A	24	1	14057	75589	103523	189437	440155	1225168	3231851
A	25	3	7	16	23	28	34	38	41
A	25	1	16868	75764	105497	187466	431894	1170045	3000617
A	26	3	7	16	23	28	34	38	41
A	26	1	17904	75039	106271	188865	437699	1204244	3109460
A	27	3	7	16	23	28	34	38	41
A	27	1	20951	78408	113209	196800	452715	1239918	3125633
A	28	3	7	16	23	28	34	38	41
A	28	1	21317	76399	112867	196221	459393	1290913	3255984
A	29	3	7	16	23	28	34	38	41
A	29	1	21090	69541	105787	183377	434287	1243154	3049852
A	30	3	7	16	23	28	34	38	41
A	30	1	22488	70033	106627	187037	445602	1270019	3240655
A	31	3	7	16	23	28	34	38	41
A	31	1	24534	70063	108425	190113	451931	1269007	3173187
A	32	3	7	16	23	28	34	38	41
A	32	1	26806	73899	112631	193130	446675	1226506	2978826
A	33	3	7	16	23	28	34	38	41
A	33	1	25254	66525	104899	182436	431768	1205314	2909773
A	34	3	7	16	23	28	34	38	41
A	34	1	27816	69816	111930	197095	468877	1321810	3180466
A	35	3	7	16	23	28	34	38	41
A	35	1	28477	68260	109691	193080	458902	1270696	2992250
A	36	3	7	16	23	28	34	38	41
A	36	1	27778	67136	110340	193378	458477	1278562	2976015
A	37	3	7	16	23	28	34	38	41
A	37	1	26353	63275	105335	184206	443759	1233418	2876813
A	38	3	7	16	23	28	34	38	41
A	38	1	26550	65055	110696	198470	477044	1416143	3056664
A	39	3	7	16	23	28	34	38	41
A	39	1	26956	65505	111879	198378	484659	1367206	3087138
A	40	3	7	16	23	28	34	38	41
A	40	1	27154	65298	113177	201361	484279	1395442	2905653
A	41	3	7	16	23	28	34	38	41
A	41	1	26840	65136	114395	202162	484419	1357172	2915907
A	42	3	7	16	23	28	34	38	41
A	42	1	28772	70337	122862	215710	518939	1484816	3026998
A	43	3	7	16	23	28	34	38	41
A	43	1	27522	68078	122265	217256	527011	1521915	3010900
A	44	3	7	16	23	28	34	38	41
A	44	1	26597	65641	125002	230634	575510	1633276	3061427
A	45	3	7	16	23	28	34	38	41
A	45	1	26787	66869	125982	229103	570178	1611403	3094994
A	46	3	7	16	23	28	34	38	41
A	46	1	28889	70375	134363	240949	592824	1664161	3176519
A	47	3	7	16	23	28	34	38	41
A	47	1	26854	66418	128679	234157	577763	1610634	2992871
A	48	3	7	16	23	28	34	38	41
A	48	1	27889	70447	137197	249720	628304	1754717	3152916
A	49	3	7	16	23	28	34	38	41
A	49	1	27547	69160	135130	247396	629309	1744298	3126699
A	50	3	7	16	23	28	34	38	41
A	50	1	26746	66472	132132	245788	618983	1711560	3005667
A	51	3	7	16	23	28	34	38	41
A	51	1	26729	66846	132689	247110	625196	1775425	2960468
A	52	3	7	16	23	28	34	38	41
A	52	1	26945	68298	138764	257737	645994	1801941	2953412
A	53	3	7	16	23	28	34	38	41
A	53	1	28633	71082	143117	267199	684875	1886045	2974802
A	54	3	7	16	23	28	34	38	41
A	54	1	27805	72535	141750	280484	726957	1945896	3069473
A	55	3	7	16	23	28	34	38	41
A	55	1	26628	68030	130539	264867	683713	1845996	2910621
A	56	3	7	16	23	28	34	38	41
A	56	1	27883	72009	139842	283306	737876	1983404	3080529
A	57	3	7	16	23	28	34	38	41
A	57	1	26555	68264	134106	275983	731183	1933623	2905703
A	58	3	7	16	23	28	34	38	41
A	58	1	25484	67185	127118	276225	730506	1943491	2814857
A	59	3	7	16	23	28	34	38	41
A	59	1	27091	70372	131936	290407	775652	2031903	2856897
A	60	3	7	16	23	28	34	38	41
A	60	1	23819	62436	118453	262236	716341	1952766	2760440
A	61	3	7	16	23	28	34	38	41
A	61	1	25128	66864	127915	283239	778971	2181493	2978281
A	62	3	7	16	23	28	34	38	41
A	62	1	24614	67770	131876	287572	781529	2183565	2993337
A	63	3	7	16	23	28	34	38	41
A	63	1	26014	74555	148088	321857	861558	2307858	3117993
A	64	3	7	16	23	28	34	38	41
A	64	1	24391	66383	128219	288440	818060	2286543	2975745
A	65	3	7	16	23	28	34	38	41
A	65	1	23869	67668	131605	297711	842631	2318425	2924154
A	66	3	7	16	23	28	34	38	41
A	66	1	24229	68045	131405	297282	843135	2338610	2900405
A	67	3	7	16	23	28	34	38	41
A	67	1	24927	69588	132918	301652	866519	2391673	2929974
A	68	3	7	16	23	28	34	38	41
A	68	1	25191	72625	139211	315132	890920	2434299	2924075
A	69	3	7	16	23	28	34	38	41
A	69	1	25166	71958	141479	321258	931005	2536701	2991731
A	70	3	7	16	23	28	34	38	41
A	70	1	25344	73461	141006	320727	943204	2582598	3075754
A	71	3	7	16	23	28	34	38	41
A	71	1	25676	75544	146482	331088	981322	2668773	3095087
A	72	3	7	16	23	28	34	38	41
A	72	1	23693	70252	133588	302818	913118	2480040	2733088
A	73	3	7	16	23	28	34	38	41
A	73	1	25344	74770	143233	327183	985324	2658288	2945243
A	74	3	7	16	23	28	34	38	41
A	74	1	25953	77767	150345	344000	1060363	2821553	3061422
A	75	3	7	16	23	28	34	38	41
A	75	1	26657	79258	154232	344878	1031534	2710017	2942175
A	76	3	7	16	23	28	34	38	41
A	76	1	25922	78987	157824	351719	1041660	2671272	2823043
A	77	3	7	16	23	28	34	38	41
A	77	1	25739	79427	154501	348960	1091554	2843206	2993960
A	78	3	7	16	23	28	34	38	41
A	78	1	27367	84256	161280	365950	1139171	3007647	3116561
A	79	3	7	16	23	28	34	38	41
A	79	1	26312	79973	152481	345026	1085325	2773820	2829282
A	80	3	7	16	23	28	34	38	41
A	80	1	27951	85213	164292	363361	1134086	2813551	2850778
A	81	3	7	16	23	28	34	38	41
A	81	1	29439	89500	170808	381410	1187003	3007459	3033902
A	82	3	7	16	23	28	34	38	41
A	82	1	30271	92471	178186	391444	1230023	3015907	3034745
A	83	3	7	16	23	28	34	38	41
A	83	1	28153	87605	167628	376777	1195478	2955336	2968491
A	84	3	7	16	23	28	34	38	41
A	84	1	27897	89586	170560	385269	1228928	3047327	3056368
A	85	3	7	16	23	28	34	38	41
A	85	1	22486	75681	142976	340652	1141404	3012337	3018715
A	86	3	7	16	23	28	34	38	41
A	86	1	25498	83800	162946	370016	1234983	3219340	3223529
A	87	3	7	16	23	28	34	38	41
A	87	1	23367	78096	148817	338587	1093780	2909941	2912757
A	88	3	7	16	23	28	34	38	41
A	88	1	25157	80828	153079	345817	1110002	2945511	2947261
A	89	3	7	16	23	28	34	38	41
A	89	1	24477	83786	153032	342138	1111796	2963094	2964304
A	90	3	7	16	23	28	34	38	41
A	90	1	23647	82927	154274	350501	1141163	3019091	3019827
A	91	3	7	16	23	28	34	38	41
A	91	1	25174	84397	152172	341358	1110991	2903073	2903578
A	92	3	7	16	23	28	34	38	41
A	92	1	23447	81533	150704	342390	1109074	2947427	2947754
A	93	3	7	16	23	28	34	38	41
A	93	1	24030	84907	162059	361271	1165845	2984923	2985122
A	94	3	7	16	23	28	34	38	41
A	94	1	23313	82434	149048	342169	1130554	2950807	2950928
A	95	3	7	16	23	28	34	38	41
A	95	1	21801	80264	146572	333222	1101720	2860812	2860882
A	96	3	7	16	23	28	34	38	41
A	96	1	21967	79947	144313	328177	1092410	2800822	2800869
A	97	3	7	16	23	28	34	38	41
A	97	1	23143	86002	161141	359645	1202332	3074059	3074086
A	98	3	7	16	23	28	34	38	41
A	98	1	21680	78199	140853	318862	1065428	2782574	2782590
A	99	3	7	16	23	28	34	38	41
A	99	1	22248	82991	148472	341010	1135756	2945858	2945868
A	100	3	7	16	23	28	34	38	41
A	100	1	21419	80036	142283	324262	1102703	2864939	2864946
A	101	3	7	16	23	28	34	38
A	101	1	21067	98568	186357	460162	1773677	2879491
A	102	3	7	16	23	28	34	38
A	102	1	21977	90482	164094	396047	1531033	2913658
A	103	3	7	16	23	28	34	38	41
A	103	1	22106	90353	172299	385443	1318622	2891428	2891429
A	104	3	7	16	23	28	34	38
A	104	1	19461	79835	143931	327937	1144805	2833658
A	105	3	7	16	23	28	34	38	41
A	105	1	19919	80170	146703	330137	1126917	2885183	2885184
A	106	3	7	16	23	28	34	38	41
A	106	1	18253	74457	133611	305588	1053940	2796472	2796473
A	107	3	7	16	23	28	34	38
A	107	1	18931	78970	142548	329634	1127641	3060875
A	108	3	7	16	23	28	34	38
A	108	1	18869	77408	136246	315384	1085600	2939089
A	109	3	7	16	23	28	34	38
A	109	1	18056	74707	133685	308085	1066706	2905445
A	110	3	7	16	23	28	34	38
A	110	1	17906	74850	130654	303068	1052909	2863795
A	111	3	7	16	23	28	34	38
A	111	1	20013	82488	144512	328807	1143460	3019241
A	112	3	7	16	23	28	34	38
A	112	1	22451	85656	150927	326272	1095042	2891645
A	113	3	7	16	23	28	34	38
A	113	1	20974	87248	154836	347330	1174809	3008790
A	114	3	7	16	23	28	34	38
A	114	1	19210	79856	141477	325266	1106202	2956307
A	115	3	7	16	23	28	34	38
A	115	1	19175	80417	143136	323562	1112049	2966557
A	116	3	7	16	23	28	34	38
A	116	1	17373	75567	134035	310115	1066614	2852608
A	117	3	7	16	23	28	34	38
A	117	1	18805	78064	137329	312940	1058616	2825118
A	118	3	7	16	23	28	34	38
A	118	1	18892	78512	137726	315938	1075103	2820260
A	119	3	7	16	23	28	34	38
A	119	1	18392	77952	137798	314563	1072398	2843255
A	120	3	7	16	23	28	34	38
A	120	1	19871	83396	152650	340928	1143716	2981453
A	121	3	7	16	23	28	34	38
A	121	1	19711	80825	142859	322455	1104255	2886987
A	122	3	7	16	23	28	34	38
A	122	1	21187	86724	161367	350340	1174014	2996046
A	123	3	7	16	23	28	34	38
A	123	1	18978	81376	143377	326490	1115371	2931659
A	124	3	7	16	23	28	34	38
A	124	1	22894	87896	151896	332788	1098473	2805152
A	125	3	7	16	23	28	34	38
A	125	1	20758	85301	152950	335851	1102364	2803688
A	126	3	7	16	23	28	34	38
A	126	1	20376	83785	149541	334701	1131412	2913037
A	127	3	7	16	23	28	34	38
A	127	1	18272	79837	145659	327174	1111294	2851434
A	128	3	7	16	23	28	34	38
A	128	1	20376	87248	163077	364431	1228221	3064349
A	129	3	7	16	23	28	34	38
A	129	1	17861	78838	140710	327276	1137318	2961062
A	130	3	7	16	23	28	34	38
A	130	1	18011	79570	141663	331517	1155578	2921159
A	131	3	7	16	23	28	34	38
A	131	1	19369	85242	156597	362479	1232557	3052164
A	132	3	7	16	23	28	34	38
A	132	1	16989	77245	137787	323864	1127698	2926164
A	133	3	7	16	23	28	34	38
A	133	1	16615	74927	138110	318876	1117135	2785542
A	134	3	7	16	23	28	34	38
A	134	1	16910	76842	136672	321414	1149263	2870377
A	135	3	7	16	23	28	34	38
A	135	1	15809	75717	133327	319862	1164005	2931116
A	136	3	7	16	23	28	34	38
A	136	1	16205	74016	132508	315414	1134301	2841826
A	137	3	7	16	23	28	34	38
A	137	1	16918	78319	138590	336820	1201400	3010448
A	138	3	7	16	23	28	34	38
A	138	1	15734	74723	135974	328254	1168252	2898661
A	139	3	7	16	23	28	34	38
A	139	1	16553	76918	142922	333390	1172481	2887650
A	140	3	7	16	23	28	34	38
A	140	1	13766	69569	132291	315045	1158517	2862552
A	141	3	7	16	23	28	34	38
A	141	1	14624	69442	133130	312054	1145730	2794924
A	142	3	7	16	23	28	34	38
A	142	1	12369	65954	126981	306736	1172220	2891799
