.	0	2	4	5	6	7	8	9	10	11	12	13	14	15	16	17	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	0	760694	783617	1485449	1600097	1662316	1971976	2034444	2445582	2508624	2539770	3109145	3141712	3174655	3241687	3807595	3841661	9006619	9290988	11840973	14379434	17584568	18283898	18641549	18712479	19209942	19996643	20793620	22795440	23471373	34368792	34916488	35931130	37064566	37710799	37732732	37751977	37879391	
.	6	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	6	6634	644687	668454	997976	1050349	1324922	2079678	2125025	2621331	3491131	3540182	3707485	3808402	4662861	4752015	4838788	4921716	5685627	5711260	9260562	9283207	13161683	17185345	19714132	20181020	20197022	20975346	21173988	22298620	23052119	23587777	23785375	24833605	34377299	36428939	37145612	37822520	37831413	37838827	37879391	
.	7	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	7	8282	657898	685356	725665	1668559	1900815	2429866	2569352	2878877	4184198	4460992	4654963	4843241	5162662	5988324	6291365	6589991	6750781	7887700	9872178	9895444	13470838	17422946	21386614	21404097	21799070	29060843	29865911	30127990	30770161	31300703	31713866	32374172	33810794	35865436	36428120	37830469	37838459	37845150	37879391	
.	8	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	8	9215	705591	735406	935871	1239495	2905927	4480270	6178804	7134532	7247695	8053815	8273007	8482926	9348677	9386726	9581544	9845380	9951083	10827346	13147403	13246986	17161642	19574192	21221290	21383611	21399807	22253728	22267171	23095289	23762475	23844005	31695045	32938128	34436429	35666399	36168571	37840255	37846616	37852005	37879391	
.	9	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	9	10646	935985	969245	1293392	2393441	2689257	2861557	3033821	3316240	4616969	5523175	6369864	6606944	6926696	7238398	8046680	8253333	8454593	8652985	14954979	15228123	17186628	17815779	20530833	22512685	23307148	23321562	23519948	25171622	32206556	33961155	33968999	34645212	34974169	35818588	36837380	37845321	37850954	37855613	37879391	
.	10	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	10	11832	866968	1115002	1472951	1843195	2172483	2772892	3084861	3813205	4046402	5197536	5355060	5715765	5957718	6289142	7225133	7534865	7566053	7858110	12982028	13094788	14264380	17858740	22866719	22883833	22899320	22913270	23713454	29385400	30802471	30810921	30818146	32510448	34869449	35587553	37418612	37853106	37857610	37861349	37879391	
.	11	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	11	742792	943540	981979	1278091	2854366	3233956	3450663	3814121	3879188	5167805	5626681	6492629	6659827	6703437	7622738	7994457	8351671	8587631	8720922	12408830	13328697	14869671	17053269	22441719	22741220	22843933	23809538	23909482	24005898	24982024	25404850	26650302	31942448	33580467	35140012	37133289	37859322	37862878	37865761	37879391	
.	12	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	12	14484	879719	921280	1635969	1725336	3148468	3378181	4228581	6014550	6430658	6487989	7493540	8063422	8355625	8395477	9422990	9456941	9945731	10303152	14574906	14900039	16969286	19248205	23959578	23975214	24821985	25268259	25278471	25722315	30622707	30865488	31719294	32829001	34560728	35750706	37420873	37863658	37866481	37868724	37879391	
.	13	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	13	15462	1278234	2242796	2753863	3588054	4492708	4745475	7106488	7339022	8548580	8911936	10062661	10377409	10689361	10860120	12018966	12287206	12546310	12795283	17763978	18786353	20685957	20916011	23642845	25410291	25422982	25434020	25902964	30086740	31488418	32125457	32458137	33476765	35419946	36513557	37077841	37866975	37869241	37871085	37879391	
.	14	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	14	17349	436753	484020	554980	831325	1746574	1813586	1883942	2120927	2847891	3538851	4377776	4503102	4630108	4670343	5488204	5696920	5727261	6036385	9457171	9580966	10499213	13230506	18732393	20673002	21233459	21243120	21749653	22564724	22696058	23159466	25203390	26192576	33422228	34979824	35901972	37869408	37871344	37872857	37879391	
.	15	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	15	20198	58662	110260	186259	1337749	1428025	1632237	1702945	2347102	2614637	3545386	3675249	3722664	3850960	4688965	4806044	4838499	4957865	5815976	8874858	8896294	11091783	14463079	20740979	21211147	21469377	22043649	22279647	22788493	24122166	25468175	27169202	27815901	28603327	29498146	31057912	31456386	37872450	37873736	37879391	
.	16	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	16	20921	61613	115733	196116	1444457	3237516	3540771	4448989	4520289	5878281	6092613	6894807	7114720	7157504	7196220	8069829	8198311	8319670	8453869	11954058	11974040	13480528	16179809	20346593	20611378	20759549	21387785	21394551	21697388	22563267	23000786	24106676	26601533	33683007	34563232	36925330	37400736	37874275	37875228	37879391	
.	17	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	17	23373	66730	124264	208872	326196	796855	869488	1098446	2186516	2314928	3347456	3398967	3445597	3488101	3623629	4551825	4792464	4820914	4937458	7578778	7597992	12531160	14426747	18971007	20186742	20837048	20981223	21554375	22616027	23398785	23915493	24909160	27665932	29079488	29705335	31848631	32398124	32399081	37876187	37879391	
.	18	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	18	25503	71768	133293	223900	346283	542621	617241	1636815	4369164	4826866	5781045	6010909	6056161	6195679	6233210	7339130	7369169	7396132	7419752	9184809	9317584	14899037	18811255	21749609	21901049	21908905	22195134	22868973	23021565	23533855	24974001	26071093	27855452	29770135	30927913	32526247	32770004	37875919	37876589	37879391	
.	19	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	19	28173	77373	142216	1255148	2796597	2965691	3084910	4050522	6104006	6231590	7189690	7239226	7477469	7623260	8636265	8780922	8810060	8953965	9975307	11388314	12194974	14940950	17657536	20483101	22559837	23241103	24657147	24830400	25276806	25637725	27122658	27773400	29552511	30610295	31556263	33184214	33184997	37876772	37877295	37879391	
.	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	20	30388	82844	151773	252231	1216573	1292872	1663081	1739201	2598671	3363201	3417463	4704743	4748815	5000319	5036223	5191744	6263532	6288170	6440683	10544729	10560319	12541568	15323790	15599867	18722803	21424223	22007810	22958851	23665877	23843374	24871245	26161042	27186297	30400720	30585843	32634255	37876956	37877444	37877793	37879391	
.	21	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	21	33103	89177	162408	268153	406199	679938	1195810	1272160	1883448	2693917	2747955	3039512	3980401	4019148	4186479	4217013	4384074	5547697	5567390	7072421	7417021	10214614	11910326	18821275	20797147	20999299	21614944	21801227	22372684	22750981	23622507	24864952	25565210	27995536	31115241	33382207	37877380	37877745	37878012	37879391	
.	22	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	22	36246	95449	2945186	3058759	3282005	4159912	8294214	8618488	9298239	10108205	10160576	10482243	11426224	11463416	11644611	11830583	11855329	12882712	13066049	13910352	13923038	15311389	19172087	21564829	22755417	22759889	22998636	24376084	24939885	25332828	25641683	26810949	26893275	28963189	33299060	36575932	37877699	37878028	37878249	37879391	
.	23	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	23	37661	98551	179063	296680	1360674	1444191	3078721	3894758	3967568	5374965	7518057	7739862	7963491	9055046	9475886	9915856	10153419	10612091	11725180	14487619	14721977	19798160	23313149	25501152	27625667	29900715	30258683	30260966	31656844	31873773	35074096	35268078	36093900	36806468	37242538	37877808	37878107	37878316	37878490	37879391	
.	24	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	24	40779	693515	780722	2836969	4877190	7339162	7804461	8642403	9112923	10452242	10502758	10759787	11890754	12143052	12394595	12871787	14236437	14486256	14733232	17556476	17566684	20898882	22842740	25644484	27978783	29309390	30028968	30935785	31765774	32920794	34079901	34272377	36854206	37371379	37472627	37878035	37878259	37878436	37878588	37879391	
.	25	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	25	43559	693310	784660	1680234	3006820	3092328	3581623	3659522	3731409	5106619	5379512	6513810	6779947	7047818	7076772	8530063	9283144	9299739	9559278	10224764	10968106	16935819	19603839	22976838	23666086	26649415	26671433	27877159	28717791	29177926	29820285	31325596	32044876	33406529	34693256	37597003	37878468	37878609	37878730	37879391	
.	26	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	26	47348	120667	217062	2210200	3272462	3358821	3440745	3924825	4832198	6264447	6313216	6590717	8027364	8309487	9116574	9139384	9423257	10950375	11228669	12703638	12969319	13622385	18554322	26089123	26517410	26947946	28604889	29249841	29429606	29430358	31578726	33688084	34916506	35962062	36150647	37435647	37878655	37878767	37878852	37879391	
.	27	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	27	49949	126482	227424	1881958	3371603	5766206	8420760	9689087	13045638	13161481	13693927	13735261	15277532	15307723	15592927	17404985	18062804	18626761	18637765	20532396	20816977	23906194	27806775	29576619	30726161	30940890	32103740	33265930	34239014	34440977	34969306	36832476	37299024	37825217	37878524	37878661	37878776	37878851	37878928	37879391	
.	28	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	28	53216	1083016	3368123	3911382	5153634	6648411	7614289	11802182	11870829	14376915	14700076	14739617	16379812	16408204	16715755	18076501	18663475	18964424	19665579	22752662	23385926	24690423	27989897	28850290	30086292	30766599	31319971	32462200	32823454	33829624	34108792	34464621	36520782	36866438	37311817	37878752	37878831	37878915	37878952	37879391	
.	29	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	29	55723	1178959	1291966	3696129	3872805	4976860	9500370	10834991	10901998	11310758	12617105	12956434	13605515	13631667	14275641	15783693	17723767	19107002	19779472	21309266	21773652	25271729	28942611	29017062	31132391	31174092	31921586	32706112	34497199	35819066	35906817	36784394	36846202	36913686	37019928	37878889	37878949	37878989	37879023	37879391	
.	30	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	30	59330	1217306	1336582	4679250	5323323	5973749	8138408	11994186	12061204	13742852	14093352	14442601	14787478	15442440	17185872	17201846	17826243	18410695	20434195	21821354	22854665	24765158	30267161	31074336	31674562	32459844	34000765	34892407	35328234	36553511	36882953	37410894	37588498	37654188	37878876	37878943	37878984	37879015	37879048	37879391	
.	31	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	31	61718	1239446	3790449	6919135	7785078	9935599	11495430	11569300	13586077	15602780	15958984	16314756	16671794	18520573	18539014	19219190	19562392	21435203	22061610	23447241	24581618	28722894	31299096	33319375	33590212	34766696	35884432	36527488	36536659	37130475	37217875	37587468	37742730	37818033	37878968	37879015	37879050	37879080	37879103	37879391	
.	32	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	32	69583	575547	706248	5964727	6946577	7649122	10041739	10114676	10824664	10926593	12688917	13060127	13429938	13451105	13812576	14505804	16058678	16731879	17045810	20454486	21041301	21849660	24399001	24679281	29511931	30088992	31015115	32019229	32327219	33369238	33787072	34828173	35543430	37472199	37729255	37878819	37878868	37878923	37878957	37879391	
.	33	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	33	34651	116269	264301	4541740	8617957	9444645	10511811	11195922	11259651	12003170	12037563	13538980	14250530	14266562	14634000	15001591	16639822	17356751	18052624	19914584	20235731	22690768	23886537	28636601	28637110	29133323	29539063	30830725	31147783	32247732	32931314	34051107	34324544	35993976	36880327	37879007	37879039	37879056	37879079	37879391	
.	34	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	34	76679	990476	4020481	8867612	9548013	10203859	11942336	11992813	12040238	12825726	12863540	14842176	15244156	15647295	16048442	16070613	18551996	18930065	19295945	22012201	22025044	25400144	26812874	29204556	31095492	31982485	32065171	33615277	33911436	33971150	34903752	36089742	36857622	37415821	37600669	37824257	37831014	37836972	37842054	37879391	
.	35	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	35	1191483	13767990	13791498	16072157	16956929	16963066	17983461	17987191	18644540	18648481	20953931	20954931	21332568	21333252	21716722	22107486	22500329	24240276	25011655	25903412	27261274	27538732	28540858	30854225	30973584	31014005	31891126	32283057	33103852	34589278	35919514	36483983	37075058	37339758	37671495	37870551	37870847	37871123	37871374	37879391	
.	36	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	36	99398	2785762	4822884	7790173	10057234	11799274	12963483	13700436	13750451	13839440	16375570	16410531	16837676	17267764	17700779	18131535	20823940	20841578	21593069	23545334	24204108	25652685	27933635	30688666	30973830	31503131	33180482	34076390	34554858	34653982	35567240	36521699	37343241	37562663	37759338	37855395	37858586	37861310	37863692	37879391	
.	37	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	37	47364	151883	569740	6335020	9799804	11743012	12966462	16742555	16800097	16881254	19536376	19556874	19983828	19995299	20419764	20846215	20850525	23246918	24056675	26074712	26444171	26897965	27246370	27573431	30805979	31304193	32301369	33376450	34175399	34984318	35827198	36052848	36850971	37051480	37248725	37661142	37878183	37878219	37878247	37879391	
.	38	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	38	91549	225276	411056	3431656	9083406	9815163	11098310	14954757	15010492	15090872	17894668	17916097	18358226	18800558	21313673	21749346	22967470	22970645	23343432	27798394	28332239	29983444	31049279	34322235	34485365	35111685	35838552	35935567	36730460	36855373	37316504	37343778	37492040	37610975	37879031	37879052	37879069	37879078	37879090	37879391	
.	39	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	39	86296	222146	2821272	4630838	9086493	9922888	11163629	13928847	13982543	17656047	17681988	20120084	20570542	21012340	21443529	22248571	22252324	24743242	25425604	26542574	26799930	28873274	29211576	31881044	32062234	32064952	33269082	33878261	34815267	35656202	35679148	35977947	36920558	37051585	37380178	37380198	37879053	37879065	37879075	37879391	
.	40	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	40	88291	1258604	3933187	4962615	6785184	8185864	10407406	13217491	14171888	19301017	19777877	22357981	23222145	23231418	24015478	24379198	25022941	25307972	27781831	30143811	30406509	30752287	30808395	31007157	33437405	33438973	34471777	34725582	35456622	35575798	36050624	36345162	36953700	37027285	37027305	37027317	37879070	37879080	37879092	37879391	
.	41	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	41	90241	1317638	1532682	8735783	10377842	10467120	12758539	15919916	19445718	19511739	19996577	22646113	23095380	23524012	24303710	24307600	24608107	25290082	28244688	30410910	30636634	31400157	31431020	31573181	33707901	33807209	33853536	35494831	36080351	36199942	36777695	37013638	37653479	37732368	37879025	37879041	37879053	37879070	37879080	37879391	
.	42	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	42	91488	4039946	10454459	11618183	13186253	14585629	17494231	18505140	18551366	19084636	19559040	22309207	22737124	22744176	23511458	24464618	24466918	24968694	28115280	29126573	29435708	31629807	31813301	33892942	33909548	33944210	33996497	34896330	35118773	37306494	37369136	37483671	37623681	37691662	37750249	37879081	37879093	37879101	37879107	37879391	
.	43	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	43	90778	1395736	5142053	12262117	13431957	14021435	16475971	16531706	17562834	18105567	18589740	21453972	21887820	22659684	22663692	23322429	23604468	23891785	26959197	27918486	28338093	30256872	32075443	34145031	34147579	34164874	34168296	34863857	36411517	36630398	36656532	36781500	37751303	37815986	37879070	37879079	37879086	37879095	37879105	37879391	
.	44	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	44	89435	1390671	3289188	4594937	11743203	11828036	14317633	15663428	16708910	16762009	17269660	20216375	20672880	21104764	22209998	22212206	22520629	23022536	26052096	27383489	27605213	28563185	28650865	28742658	32457109	35201007	36556048	36561900	36568576	36943245	37117442	37195870	37235014	37280161	37774556	37879030	37879043	37879052	37879066	37879391	
.	45	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	45	90437	2491863	13331821	13598401	15551054	16718026	18264529	19350829	19889107	19937788	20872544	23893983	24644431	25270578	26079683	26427577	26906331	27142829	29736931	30316619	30562017	31039204	32696341	32697308	34786638	34955964	36097881	36924137	37271000	37736684	37827327	37837058	37879036	37879046	37879057	37879072	37879077	37879085	37879089	37879391	
.	46	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	46	90501	5195065	5457756	10127559	11712184	13346616	17439337	17487472	20139455	20691367	21177567	24329994	24750672	25477857	26076911	26078376	26444363	29681359	30160859	30609789	30821796	32317791	32779687	32880416	35406117	35738792	37119442	37500711	37503312	37554193	37578746	37672443	37788307	37820551	37879057	37879076	37879087	37879103	37879114	37879391	
.	47	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	47	89701	2705759	9781012	11736033	13118686	16355651	16414694	17541603	18086784	18600714	19054758	22243152	22952896	23261843	23533541	24140572	24756553	25232265	27999105	28402216	28472679	28764714	28765083	33449889	35519207	35947804	36243777	37762506	37767239	37776347	37790463	37790482	37790494	37826680	37879040	37879050	37879060	37879080	37879090	37879391	
.	48	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	48	104423	1452666	10105306	12073919	13515664	17671555	20582393	21722743	21754867	22311025	23252094	27289160	27293662	27296577	27871631	28122939	28649225	32106207	32106523	32879520	32892239	33261940	33270975	35661611	35673126	36038074	36808041	37767358	37772661	37785392	37808082	37826656	37879009	37879020	37879036	37879043	37879057	37879064	37879078	37879391	
.	49	2	4	5	6	7	9	10	11	12	13	15	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	
.	49	1742592	3058749	4261636	5964962	7163769	8278655	8805958	8806231	13389589	13801316	13805038	14385671	17072629	17484622	18065883	19508378	22582917	22715695	22875443	22963145	23003738	23119465	23122939	23125151	23142681	23160950	23188946	
A	0	2	4	5	6	7	8	9	10	11	12	13	14	15	16	17	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
A	0	283165	289550	486761	500948	519090	603671	622995	758876	779777	789169	968115	980074	992537	1018235	1202025	1215566	2534555	2629607	3213558	4093489	5133473	5391357	5518420	5547259	5747706	6050623	6344754	6686192	6901877	10501940	10679021	11040289	11362405	11605953	11606060	11606163	11607081	
A	1	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
A	1	306	286776	288890	299269	512480	531111	557190	646968	677825	820624	855192	873544	1061188	1082542	1103829	1141767	1336500	1338515	1358549	2623976	2725945	3301385	4176604	5211116	5508456	5653774	5693813	5939385	6296975	6597492	6888214	7110302	10756063	10940636	11315834	11604395	11867106	11867223	11867290	11868221	
A	2	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
A	2	540	2658	6396	14214	224277	558943	585821	605903	1309853	1491385	1515206	1527688	1741041	1765655	1773705	1809013	2024914	2028908	2063126	2571022	2707393	4349609	4901551	5259176	5259684	5293796	5544042	5741843	6010562	6010689	6223156	9606942	10263977	10689591	11126156	11302258	11521228	11521304	11521367	11522231	
A	3	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
A	3	685	3389	8250	24413	37654	180796	212656	561366	591387	730380	880742	921852	1083588	1109671	1134050	1142805	1163644	1362726	1382616	2284500	2409009	3720195	4815457	5347109	5362921	5363359	5450967	5697755	5697941	6056576	6180449	6512216	9931134	10250567	10648799	10926885	11160740	11160825	11160903	11161815	
A	4	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
A	4	885	4423	544094	553432	576598	609292	926739	978611	1108793	1151251	1352812	1400433	1593103	1624114	1636458	1692268	1735293	1983679	2024498	3444920	3572028	4162888	4870638	5669633	5691086	5691586	5730166	6004458	6281038	6439358	6930402	7113143	7236257	10205782	10516993	10833275	11331116	11331175	11331240	11331915	
A	5	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
A	5	1137	21743	28640	39296	133040	363391	415821	552764	628018	856238	898271	940856	1054468	1292546	1346401	1377971	1428863	1520754	1722870	2356297	2424879	3290528	4520357	5752521	5753168	5863181	5863523	5980671	6046066	6072941	9030030	9292914	9955562	10266788	10824662	10971154	11188380	11188446	11188490	11189140	
A	6	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
